SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,641B James Ave,Nashville,TN,37209,420500,3,3.5,Nashville,1917,,2018,6,219,,Active,,,http://www.redfin.com/TN/Nashville/641B-James-Ave-37209/home/147932536,REALTRACS,2050735,N,Y,36.161793,-86.874974
MLS Listing,,Condo/Co-op,600 12Th Ave Apt 439,Nashville,TN,37203,620000,2,2,Nashville,1323,,2008,6,469,675,Active,,,http://www.redfin.com/TN/Nashville/600-12th-Ave-S-37203/unit-439/home/60657676,REALTRACS,2050725,N,Y,36.1521086,-86.783189
MLS Listing,,Single Family Residential,4002 Graybar Ct,Nashville,TN,37215,1450000,5,5.5,Nashville,5000,8712,2019,6,290,300,Active,,,http://www.redfin.com/TN/Nashville/4002-Graybar-Ct-37215/home/163513211,REALTRACS,2050719,N,Y,36.111315,-86.80702
MLS Listing,,Single Family Residential,624 Andrew Rucker Ln,Nashville,TN,37211,459900,4,2.5,Nashville,3141,10018,1988,6,146,4,Active,,,http://www.redfin.com/TN/Nashville/624-Andrew-Rucker-Ln-37211/home/60869350,REALTRACS,2050712,N,Y,36.040791,-86.7354098
MLS Listing,,Single Family Residential,400 Woodmont Hall Pl,Nashville,TN,37205,850000,4,4.5,Nashville,3425,2178,2014,6,248,50,Active,,,http://www.redfin.com/TN/Nashville/400-Woodmont-Hall-Pl-37205/home/60710825,REALTRACS,2050704,N,Y,36.1169359,-86.8375844
MLS Listing,,Townhouse,809 Spence Enclave Ln,Nashville,TN,37210,255000,3,2.5,Nashville,1623,,2008,6,157,82,Active,,,http://www.redfin.com/TN/Nashville/809-Spence-Enclave-Ln-37210/unit-73/home/108108046,REALTRACS,2050695,N,Y,36.1512052,-86.7188152
MLS Listing,,Single Family Residential,4121 Westlawn Dr,Nashville,TN,37209,899900,4,3,Nashville,2803,7405,2019,6,321,,Active,,,http://www.redfin.com/TN/Nashville/4121-Westlawn-Dr-37209/home/108053154,REALTRACS,2050693,N,Y,36.1389657,-86.837427
MLS Listing,,Single Family Residential,97 FAIRWAY Dr,Nashville,TN,37214,379000,4,2,Nashville,2213,26136,1950,6,171,,Active,,,http://www.redfin.com/TN/Nashville/97-Fairway-Dr-37214/home/108086455,REALTRACS,2050691,N,Y,36.1733813,-86.6816627
MLS Listing,,Single Family Residential,353 Flora Maxwell Rd,Nashville,TN,37211,329900,3,2.5,Nashville,2160,4791,2016,6,153,,Active,,,http://www.redfin.com/TN/Nashville/353-Flora-Maxwell-Rd-37211/home/107978205,REALTRACS,2050678,N,Y,36.0752984,-86.7236467
MLS Listing,,Single Family Residential,1305 Blairfield Dr,Antioch,TN,37013,322500,4,2.5,Antioch,2917,6969,2004,6,111,30,Active,,,http://www.redfin.com/TN/Antioch/1305-Blairfield-Dr-37013/home/107991240,REALTRACS,2050669,N,Y,36.0220082,-86.6569114
MLS Listing,,Single Family Residential,7324 River Park Dr,Nashville,TN,37221,360000,3,3,Nashville,2292,14374,1986,6,157,38,Active,,,http://www.redfin.com/TN/Nashville/7324-River-Park-Dr-37221/home/108098729,REALTRACS,2050668,N,Y,36.0584708,-86.973131
MLS Listing,,Single Family Residential,3426 Hopkins St,Nashville,TN,37215,1195000,4,3.5,Nashville,4409,3049,2017,6,271,,Active,June-23-2019 02:00 PM,June-23-2019 04:00 PM,http://www.redfin.com/TN/Nashville/3426-Hopkins-St-37215/home/105514535,REALTRACS,2050658,N,Y,36.1149315,-86.8056554
MLS Listing,,Single Family Residential,696 Harding Pl,Nashville,TN,37211,339900,4,2.5,Nashville,2250,15681,1963,6,151,,Active,,,http://www.redfin.com/TN/Nashville/696-Harding-Pl-37211/home/108040194,REALTRACS,2050637,N,Y,36.0816335,-86.7533724
MLS Listing,,Townhouse,221 Cheswick Ct,Nashville,TN,37215,369000,2,2.5,Nashville,1954,,1986,6,189,321,Active,,,http://www.redfin.com/TN/Nashville/221-Cheswick-Ct-37215/home/107987075,REALTRACS,2050631,N,Y,36.0928099,-86.8282928
