SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,607 Snyder Ave,Nashville,TN,37209,449900,3,2.5,Nashville,2040,,2019,5,221,2,Active,,,http://www.redfin.com/TN/Nashville/607-Snyder-Ave-37209/home/148402027,REALTRACS,2051121,N,Y,36.1548805,-86.8603599
MLS Listing,,Single Family Residential,1411 Stainback Ave,Nashville,TN,37207,279900,3,1,Nashville,910,,1942,5,308,,Active,,,http://www.redfin.com/TN/Nashville/1411-Stainback-Ave-37207/home/75126206,REALTRACS,2051353,N,Y,36.197606,-86.7637715
MLS Listing,,Single Family Residential,4108 Pineorchard Pl,Antioch,TN,37013,275000,4,2.5,Antioch,2104,6969,2002,5,131,35,Active,,,http://www.redfin.com/TN/Antioch/4108-Pineorchard-Pl-37013/home/108103954,REALTRACS,2051340,N,Y,36.0476171,-86.6167892
MLS Listing,,Condo/Co-op,2412 Nashboro Blvd,Nashville,TN,37217,200000,3,2.5,Nashville,1488,,2004,5,134,90,Active,June-23-2019 02:00 PM,June-23-2019 04:00 PM,http://www.redfin.com/TN/Nashville/2412-Nashboro-Blvd-37217/unit-207/home/108105116,REALTRACS,2051337,N,Y,36.0922855,-86.6331964
MLS Listing,,Single Family Residential,5801 Leslie Ave,Nashville,TN,37209,449900,3,2.5,Nashville,2040,11761,2019,5,221,2,Active,,,http://www.redfin.com/TN/Nashville/5801-Leslie-Ave-37209/home/60785266,REALTRACS,2051120,N,Y,36.1554951,-86.8599291
MLS Listing,,Single Family Residential,801 Drummond Dr,Nashville,TN,37211,217400,3,1,Nashville,1450,24393,1953,5,150,,Active,,,http://www.redfin.com/TN/Nashville/801-Drummond-Dr-37211/home/108114765,REALTRACS,2051327,N,Y,36.1119122,-86.7137051
MLS Listing,,Single Family Residential,4856 Torbay Dr,Nashville,TN,37211,199900,3,1,Nashville,1575,50965,1960,5,127,,Active,,,http://www.redfin.com/TN/Nashville/4856-Torbay-Dr-37211/home/108040063,REALTRACS,2051322,N,Y,36.0741297,-86.712968
MLS Listing,,Multi-Family (5+ Unit),321 Larkin Springs Rd,Madison,TN,37115,1600000,,348,Madison,99999,,2019,5,16,,Active,,,http://www.redfin.com/TN/Nashville/321-Larkin-Springs-Rd-37115/home/145603143,REALTRACS,2051320,N,Y,36.2571174,-86.6840814
MLS Listing,,Condo/Co-op,231 5Th Ave Apt 304,Nashville,TN,37219,420000,2,2,Nashville,977,,1900,5,430,249,Active,,,http://www.redfin.com/TN/Nashville/231-5th-Ave-N-37219/unit-304/home/60660553,REALTRACS,2051312,N,Y,36.1638598,-86.7811838
MLS Listing,,Single Family Residential,6727 Duquaine Ct,Nashville,TN,37205,3280000,6,6,Nashville,11795,477853,2002,5,278,,Active,,,http://www.redfin.com/TN/Nashville/6727-Duquaine-Ct-37205/home/107990725,REALTRACS,2051308,N,Y,36.10928,-86.903387
MLS Listing,,Single Family Residential,1332 Tree House Dr,Antioch,TN,37013,264990,3,2.5,Antioch,1561,,2019,5,170,35,Active,,,http://www.redfin.com/TN/Nashville/1332-Tree-House-DR-37013/home/167094270,REALTRACS,2051302,N,Y,36.04545271,-86.59566506
MLS Listing,,Single Family Residential,727 Robert Burns Dr,Nashville,TN,37217,329900,3,2,Nashville,2132,16988,1960,5,155,,Active,,,http://www.redfin.com/TN/Nashville/727-Robert-Burns-Dr-37217/home/69054324,REALTRACS,2051287,N,Y,36.1191179,-86.7061478
MLS Listing,,Single Family Residential,55 Timberline Dr,Nashville,TN,37211,774900,6,4.5,Nashville,4060,19166,2007,5,191,46,Active,,,http://www.redfin.com/TN/Nashville/55-Timberline-Dr-37221/home/60853109,REALTRACS,2051276,N,Y,36.034628,-86.957048
MLS Listing,,Single Family Residential,3773 Pin Hook Rd,Antioch,TN,37013,274990,3,2.5,Antioch,1864,5837,2019,5,148,35,Active,,,http://www.redfin.com/TN/Antioch/3773-Pin-Hook-Rd-37013/home/148399780,REALTRACS,2051265,N,Y,36.0478545,-86.5939803
MLS Listing,,Single Family Residential,1007 Paris Ave,Nashville,TN,37204,875000,3,2.5,Nashville,2329,7405,1930,5,376,,Active,,,http://www.redfin.com/TN/Nashville/1007-Paris-Ave-37204/home/68856644,REALTRACS,2051259,N,Y,36.1211939,-86.7872901
MLS Listing,,Single Family Residential,4855 Concord Dr,Hermitage,TN,37076,259900,3,2.5,Hermitage,2858,16988,1976,5,91,,Active,,,http://www.redfin.com/TN/Hermitage/4855-Concord-Dr-37076/home/108078637,REALTRACS,2051241,N,Y,36.2068645,-86.5931578
MLS Listing,,Single Family Residential,219 Wauford Dr,Nashville,TN,37211,399000,4,2,Nashville,1991,12632,1961,5,200,,Active,,,http://www.redfin.com/TN/Nashville/219-Wauford-Dr-37211/home/68842530,REALTRACS,2051237,N,Y,36.0750929,-86.7405354
MLS Listing,,Single Family Residential,101 Cheekwood Ter,Nashville,TN,37205,899000,2,2,Nashville,1666,50965,1963,5,540,,Active,,,http://www.redfin.com/TN/Nashville/101-Cheekwood-Ter-37205/home/108061537,REALTRACS,2051225,N,Y,36.087705,-86.880791
MLS Listing,,Condo/Co-op,1920 Adelicia St #501,Nashville,TN,37212,382500,1,1,Nashville,688,,2007,5,556,365,Active,,,http://www.redfin.com/TN/Nashville/1920-Adelicia-St-37212/unit-501/home/60664718,REALTRACS,2051206,N,Y,36.1484135,-86.7975752
MLS Listing,,Condo/Co-op,1711 18Th Ave Apt C2,Nashville,TN,37212,250000,1,1,Nashville,740,,1921,5,338,250,Active,,,http://www.redfin.com/TN/Nashville/1711-18th-Ave-S-37212/unit-C2/home/67285017,REALTRACS,2051202,N,Y,36.1369105,-86.797501
MLS Listing,,Single Family Residential,551 Huntington Pkwy,Nashville,TN,37211,285000,3,2,Nashville,2174,11761,1972,5,131,,Active,,,http://www.redfin.com/TN/Nashville/551-Huntington-Pkwy-37211/home/87828142,REALTRACS,2051201,N,Y,36.0465967,-86.7256341
MLS Listing,,Single Family Residential,413 Caledonian Ct,Nashville,TN,37211,574900,4,3.5,Nashville,3828,10018,2007,5,150,30,Active,,,http://www.redfin.com/TN/Nashville/413-Caledonian-Ct-37211/home/60756652,REALTRACS,2051198,N,Y,36.0251728,-86.7261749
MLS Listing,,Single Family Residential,1116 Westchester Dr,Nashville,TN,37207,195000,5,2,Nashville,1572,28314,1957,5,124,,Active,,,http://www.redfin.com/TN/Nashville/1116-Westchester-Dr-37207/home/107993424,REALTRACS,2051186,N,Y,36.2637148,-86.7595148
MLS Listing,,Single Family Residential,1016 Richland Creek Aly,Nashville,TN,37209,519900,4,4,Nashville,2705,,2019,5,192,,Active,,,http://www.redfin.com/TN/NASHVILLE/1016-RICHLAND-CREEK-ALY-37209/home/148400822,REALTRACS,2051167,N,Y,36.14694806,-86.85566711
MLS Listing,,Single Family Residential,6001 HAWKDALE Dr,Nashville,TN,37211,289900,3,2,Nashville,1403,34848,1973,5,207,,Active,,,http://www.redfin.com/TN/Nashville/6001-Hawkdale-Dr-37211/home/87824467,REALTRACS,2051162,N,Y,36.029461,-86.714893
MLS Listing,,Single Family Residential,6559 Brownlee Dr,Nashville,TN,37205,599000,3,2.5,Nashville,2710,77972,1962,5,221,,Active,,,http://www.redfin.com/TN/Nashville/6559-Brownlee-Dr-37205/home/68861005,REALTRACS,2051150,N,Y,36.1140663,-86.9054206
MLS Listing,,Single Family Residential,7440 Kreitner Dr,Nashville,TN,37221,367500,3,2.5,Nashville,2599,6534,2001,5,141,25,Active,,,http://www.redfin.com/TN/Nashville/7440-Kreitner-Dr-37221/home/108012910,REALTRACS,2051147,N,Y,36.0490808,-86.9579165
MLS Listing,,Single Family Residential,1 Heights Blvd,Brentwood,TN,37027,1657950,5,4.5,Brentwood,4895,43560,2019,5,339,300,Active,,,http://www.redfin.com/TN/Brentwood/1-Heights-BLVD-37027/home/160940367,REALTRACS,2051142,N,Y,36.0355778,-86.78362242
MLS Listing,,Single Family Residential,558 Huntington Pkwy,Nashville,TN,37211,279900,3,2,Nashville,1274,16988,1972,5,220,,Active,,,http://www.redfin.com/TN/Nashville/558-Huntington-Pkwy-37211/home/82003838,REALTRACS,2051126,N,Y,36.0471582,-86.726057
MLS Listing,,Condo/Co-op,939 Patio Dr,Nashville,TN,37214,139900,1,1,Nashville,913,,1983,5,153,85,Active,,,http://www.redfin.com/TN/Nashville/939-Patio-Dr-37214/unit-37/home/108061318,REALTRACS,2051124,N,Y,36.144105,-86.641147
MLS Listing,,Townhouse,515 Lakebrink Ct,Nashville,TN,37214,179900,2,2.5,Nashville,1276,,1998,5,141,100,Active,,,http://www.redfin.com/TN/Nashville/515-Lakebrink-Ct-37214/home/63127099,REALTRACS,2051118,N,Y,36.1511774,-86.6335436
MLS Listing,,Single Family Residential,8158 Old Springfield Park,Goodlettsville,TN,37072,399000,3,2,Goodlettsville,2694,100623,1983,5,148,,Active,,,http://www.redfin.com/TN/Goodlettsville/8158-Old-Springfield-Pike-37072/home/60854532,REALTRACS,2051112,N,Y,36.362951,-86.7358689
MLS Listing,,Townhouse,641 Old Hickory Blvd Unit 37,Brentwood,TN,37027,415000,3,2.5,Brentwood,2665,,1997,5,156,265,Active,,,http://www.redfin.com/TN/Brentwood/641-Old-Hickory-Blvd-37027/unit-37/home/108042827,REALTRACS,2051110,N,Y,36.0381811,-86.7642222
MLS Listing,,Single Family Residential,1301 Clarke St,Old Hickory,TN,37138,339900,3,2,Old Hickory,1892,4791,1920,5,180,,Active,,,http://www.redfin.com/TN/Old-Hickory/1301-Clarke-St-37138/home/77280710,REALTRACS,2051107,N,Y,36.2573487,-86.6449807
MLS Listing,,Single Family Residential,106 Gibson Dr,Madison,TN,37115,249900,3,2,Madison,1236,13068,1945,5,202,,Active,,,http://www.redfin.com/TN/Madison/106-Gibson-Dr-37115/home/108030680,REALTRACS,2051106,N,Y,36.2622161,-86.7183141
MLS Listing,,Single Family Residential,923E Delmas Ave Unit,Nashville,TN,37216,394500,3,2.5,Nashville,1981,,2019,5,199,,Active,,,http://www.redfin.com/TN/Nashville/923-Delmas-Ave-37216/unit-E/home/167092268,REALTRACS,2051101,N,Y,36.200897,-86.745283
MLS Listing,,Single Family Residential,1049A Horseshoe Dr,Nashville,TN,37216,414000,4,3,Nashville,1880,6098,2019,5,220,,Active,,,http://www.redfin.com/TN/Nashville/1049-Horseshoe-Dr-37216/home/148399272,REALTRACS,2051100,N,Y,36.2194252,-86.734108
MLS Listing,,Single Family Residential,916 Marengo Ln,Nashville,TN,37204,1400000,5,4,Nashville,4163,13939,2019,5,336,,Active,,,http://www.redfin.com/TN/Nashville/916-Marengo-Ln-37204/home/87816134,REALTRACS,2051094,N,Y,36.113048,-86.7827356
MLS Listing,,Single Family Residential,315 Fann Rd,Nolensville,TN,37135,720000,4,3.5,Nolensville,3418,217800,1987,5,211,,Active,,,http://www.redfin.com/TN/Nolensville/315-Fann-Rd-37135/home/105538013,REALTRACS,2051089,N,Y,35.984889,-86.6549295
MLS Listing,,Single Family Residential,3516 Rainwood Dr,Nashville,TN,37207,182900,3,2,Nashville,1233,6969,2003,5,148,,Active,,,http://www.redfin.com/TN/Nashville/3516-Rainwood-Dr-37207/home/60785185,REALTRACS,2051086,N,Y,36.2437151,-86.7775928
MLS Listing,,Townhouse,8238 Lenox Creekside Dr,Antioch,TN,37013,239000,2,2.5,Antioch,1536,,2007,5,156,130,Active,,,http://www.redfin.com/TN/Antioch/8238-Lenox-Creekside-Dr-37013/unit-18/home/108071007,REALTRACS,2051084,N,Y,36.0106777,-86.6975948
MLS Listing,,Single Family Residential,901 Cleves St,Old Hickory,TN,37138,279900,3,1.5,Old Hickory,1320,8276,1928,5,212,,Active,,,http://www.redfin.com/TN/Old-Hickory/901-Cleves-St-37138/home/60857050,REALTRACS,2051076,N,Y,36.2617392,-86.6459789
MLS Listing,,Single Family Residential,5406 Oakmont Cir,Nashville,TN,37209,295000,3,1,Nashville,1135,6969,1954,5,260,,Active,,,http://www.redfin.com/TN/Nashville/5406-Oakmont-Cir-37209/home/60760509,REALTRACS,2051073,N,Y,36.1402423,-86.8505218
MLS Listing,,Single Family Residential,711 Moormans Arm Rd,Nashville,TN,37207,164900,3,2,Nashville,1456,20908,2003,5,113,,Active,,,http://www.redfin.com/TN/Nashville/711-Moormans-Arm-Rd-37207/home/60717215,REALTRACS,2051061,N,Y,36.2163216,-86.8110306
MLS Listing,,Single Family Residential,1404 Rugosa Ct,Antioch,TN,37013,275000,3,2.5,Antioch,1968,10890,1995,5,140,27,Active,,,http://www.redfin.com/TN/Antioch/1404-Rugosa-Ct-37013/home/108015559,REALTRACS,2051053,N,Y,36.0728198,-86.5936072
MLS Listing,,Single Family Residential,174 Lightwood Dr,Antioch,TN,37013,329900,3,2.5,Antioch,2020,6969,2018,6,163,35,Active,,,http://www.redfin.com/TN/Nashville/Unknown-37013/home/148401758,REALTRACS,2051052,N,Y,36.02709524,-86.66349717
MLS Listing,,Single Family Residential,308 Wheeler Ave,Nashville,TN,37211,399700,3,2.5,Nashville,1844,12632,2016,6,217,,Active,,,http://www.redfin.com/TN/Nashville/308-Wheeler-Ave-37211/home/68778403,REALTRACS,2051048,N,Y,36.0959354,-86.7363528
MLS Listing,,Single Family Residential,6116 Pennsylvania Ave,Nashville,TN,37209,459000,3,2.5,Nashville,2306,871,2015,6,199,,Active,,,http://www.redfin.com/TN/Nashville/6116-Pennsylvania-Ave-37209/home/101643697,REALTRACS,2051044,N,Y,36.1659113,-86.8623688
MLS Listing,,Vacant Land,4349 Clarksville Pike,Nashville,TN,37218,290000,,,Nashville,,721789,,6,,,Active,,,http://www.redfin.com/TN/Nashville/4349-Clarksville-Pike-37218/home/60891097,REALTRACS,2049511,N,Y,36.23267,-86.835119
MLS Listing,,Single Family Residential,925 Denson Ave,Madison,TN,37115,196000,3,2,Madison,1096,6969,1953,6,179,,Active,,,http://www.redfin.com/TN/Madison/925-Denson-Ave-37115/home/107977681,REALTRACS,2051005,N,Y,36.2497581,-86.7077795
MLS Listing,,Single Family Residential,1050b Zophi St,Nashville,TN,37206,449000,4,3.5,Nashville,2405,1306,2019,6,187,,Active,,,http://www.redfin.com/TN/Nashville/1050-Zophi-St-37216/home/108119625,REALTRACS,2051004,N,Y,36.204675,-86.741822
MLS Listing,,Townhouse,7333 Althorp Way,Nashville,TN,37211,289900,3,3.5,Nashville,2280,,2002,6,127,118,Active,,,http://www.redfin.com/TN/Nashville/7333-Althorp-Way-37211/home/108135624,REALTRACS,2050941,N,Y,36.024894,-86.7108943
MLS Listing,,Condo/Co-op,1260 Martin St Apt 411,Nashville,TN,37203,365000,2,2,Nashville,1125,,2017,6,324,181,Active,,,http://www.redfin.com/TN/Nashville/1260-Martin-St-37203/unit-411/home/112485368,REALTRACS,2050818,N,Y,36.1401007,-86.7693235
MLS Listing,,Condo/Co-op,"110 N 31St Ave Apt, N #603",Nashville,TN,37203,755000,2,2,Nashville,1950,,2009,6,387,609,Active,,,http://www.redfin.com/TN/Nashville/110-31st-Ave-N-37203/unit-603/home/102073845,REALTRACS,2050797,N,Y,36.1436423,-86.8154766
MLS Listing,,Condo/Co-op,6666 Brookmont Ter Apt 605,Nashville,TN,37205,235900,2,2,Nashville,1321,,1973,6,179,781,Active,,,http://www.redfin.com/TN/Nashville/6666-Brookmont-Ter-37205/unit-605/home/108135718,REALTRACS,2050701,N,Y,36.0851141,-86.896169
MLS Listing,,Single Family Residential,1641 Bridgecrest Dr,Antioch,TN,37013,269900,3,2.5,Antioch,2067,6534,2003,6,131,15,Active,,,http://www.redfin.com/TN/Antioch/1641-Bridgecrest-Dr-37013/home/108018413,REALTRACS,2050590,N,Y,36.0670577,-86.6519058
MLS Listing,,Single Family Residential,211 Geyser St,Nashville,TN,37210,250000,3,1,Nashville,1131,6098,1956,6,221,,Active,,,http://www.redfin.com/TN/Nashville/211-Geyser-St-37210/home/108002699,REALTRACS,2050587,N,Y,36.1392151,-86.7561536
MLS Listing,,Single Family Residential,412 Haywood Ct,Nashville,TN,37211,315000,3,2,Nashville,2150,13939,1998,6,147,,Active,,,http://www.redfin.com/TN/Nashville/412-Haywood-Ct-N-37211/home/108056634,REALTRACS,2050269,N,Y,36.0693409,-86.7085256
MLS Listing,,Single Family Residential,1311 Stratford Ave,Nashville,TN,37216,499999,4,2,Nashville,2307,15681,1935,6,217,,Active,,,http://www.redfin.com/TN/Nashville/1311-Stratford-Ave-37216/home/108076709,REALTRACS,2045794,N,Y,36.2138365,-86.7235393
MLS Listing,,Single Family Residential,6219 Harding Pike,Nashville,TN,37205,750000,4,3,Nashville,3631,87120,1968,6,207,,Active,,,http://www.redfin.com/TN/Nashville/6219-Harding-Pike-37205/home/108090244,REALTRACS,2050953,N,Y,36.0951711,-86.8785031
MLS Listing,,Single Family Residential,5307A Tennessee Ave,Nashville,TN,37209,439900,3,2.5,Nashville,2127,871,2016,6,207,,Active,,,http://www.redfin.com/TN/Nashville/5307A-Tennessee-Ave-37209/home/167091263,REALTRACS,2051036,N,Y,36.1605641,-86.8523152
MLS Listing,,Townhouse,1101 Lilly Valley Way,Nashville,TN,37221,304900,2,2.5,Nashville,1216,,2018,6,251,100,Active,June-23-2019 02:00 PM,June-23-2019 04:00 PM,http://www.redfin.com/TN/Nashville/1101-Lilly-Valley-Way-37209/home/143579280,REALTRACS,2051029,N,Y,36.1261,-86.908378
MLS Listing,,Single Family Residential,2 Goldstone Ct,Nashville,TN,37215,2178000,4,5.5,Nashville,7314,105415,1998,6,298,,Active,,,http://www.redfin.com/TN/Forest-Hills/2-Goldstone-Ct-37215/home/167091210,REALTRACS,2051027,N,Y,36.0510219,-86.8555802
MLS Listing,,Single Family Residential,3901 Ivy Dr,Nashville,TN,37216,1999900,5,4,Nashville,3670,394218,1956,6,545,,Active,,,http://www.redfin.com/TN/Nashville/3901-Ivy-Dr-37216/home/108040209,REALTRACS,2051025,N,Y,36.2078803,-86.7044377
MLS Listing,,Single Family Residential,602A 45Th Ave,Nashville,TN,37203,499000,3,3,Nashville,2279,5227,2019,6,219,,Active,,,http://www.redfin.com/TN/Nashville/602-45th-Ave-N-37209/home/167091124,REALTRACS,2051017,N,Y,36.154864,-86.840743
MLS Listing,,Single Family Residential,600B 45th Ave,Nashville,TN,37203,499000,3,3,Nashville,2279,5227,2019,6,219,,Active,,,http://www.redfin.com/TN/Nashville/600-45th-Ave-N-37209/home/107985638,REALTRACS,2051015,N,Y,36.1547373,-86.8407206
MLS Listing,,Single Family Residential,530 Sarver Ave,Madison,TN,37115,278900,3,2.5,Madison,2108,,2019,6,132,8,Active,,,http://www.redfin.com/TN/Madison/530-Sarver-Ave-37115/home/167090999,REALTRACS,2051002,N,Y,36.2746435,-86.7025389
MLS Listing,,Single Family Residential,8928 Lyman Ln,Nashville,TN,37211,325000,3,3,Nashville,1732,7840,2006,6,188,85,Active,,,http://www.redfin.com/TN/Nashville/8928-Lyman-Ln-37211/home/108138317,REALTRACS,2050974,N,Y,36.022638,-86.703539
MLS Listing,,Vacant Land,1025 Hitt Ln,Goodlettsville,TN,37072,59900,,,Goodlettsville,,217800,,6,,,Active,,,http://www.redfin.com/TN/Goodlettsville/1025-Hitt-Ln-37072/home/60884613,REALTRACS,2050970,N,Y,36.317203,-86.743013
MLS Listing,,Townhouse,601 Old Hickory Blvd Unit 59,Brentwood,TN,37027,288500,3,2.5,Brentwood,1470,,2000,6,196,83,Active,,,http://www.redfin.com/TN/Brentwood/601-Old-Hickory-Blvd-37027/unit-59/home/107990731,REALTRACS,2050966,N,Y,36.0385008,-86.7557369
MLS Listing,,Single Family Residential,6240 Vosswood Dr,Nashville,TN,37205,649000,5,3,Nashville,3702,39639,1955,6,175,,Active,,,http://www.redfin.com/TN/Nashville/6240-Vosswood-Dr-37205/home/108010113,REALTRACS,2050963,N,Y,36.11067,-86.887063
MLS Listing,,Single Family Residential,109 Forge Ridge Ct,Nashville,TN,37217,298000,3,2.5,Nashville,2245,6098,2000,6,133,15,Active,,,http://www.redfin.com/TN/Nashville/109-Forge-Ridge-Ct-37217/home/68782803,REALTRACS,2050960,N,Y,36.0945946,-86.6565421
MLS Listing,,Townhouse,1125 Waterburg Ln,Antioch,TN,37013,186899,2,2.5,Antioch,1210,,2019,6,154,87,Active,,,http://www.redfin.com/TN/Nashville/Unknown-37013/home/144500321,REALTRACS,2050946,N,Y,36.04167582,-86.62981172
MLS Listing,,Townhouse,1123 Waterburg Ln,Antioch,TN,37013,181899,2,2.5,Antioch,1210,,2019,6,150,87,Active,,,http://www.redfin.com/TN/Nashville/Unknown-37013/home/144500322,REALTRACS,2050943,N,Y,36.04167697,-86.62981085
MLS Listing,,Townhouse,0 PLAN 1220 Lot 40F,Nashville,TN,37207,202985,3,2,Nashville,1220,,2019,6,166,106,Active,June-19-2019 01:00 PM,June-19-2019 04:00 PM,http://www.redfin.com/TN/Nashville/PLAN-1220-37207/unit-40F/home/167090409,REALTRACS,2050939,N,Y,36.25631354,-86.77333267
MLS Listing,,Single Family Residential,732 Cedar Crest Dr,Nashville,TN,37209,319900,3,2,Nashville,1829,7405,1998,6,175,17,Active,,,http://www.redfin.com/TN/Nashville/732-Cedar-Crest-Dr-37209/home/108092376,REALTRACS,2050935,N,Y,36.1164117,-86.9176807
MLS Listing,,Single Family Residential,1910A Sheridan Rd,Nashville,TN,37206,519750,4,2.5,Nashville,2728,11761,2016,6,191,,Active,,,http://www.redfin.com/TN/Nashville/1910-Sheridan-Rd-37206/home/103937991,REALTRACS,2049336,N,Y,36.1930359,-86.7176573
MLS Listing,,Single Family Residential,317 Starboard Ct,Nashville,TN,37217,259900,3,2.5,Nashville,1792,10018,1987,6,145,,Active,June-23-2019 01:00 PM,June-23-2019 04:00 PM,http://www.redfin.com/TN/Nashville/317-Starboard-Ct-37217/home/108110657,REALTRACS,2050915,N,Y,36.084158,-86.6111636
MLS Listing,,Single Family Residential,2628 Jordan Ridge Dr,Nashville,TN,37218,269916,3,2.5,Nashville,1807,6534,2011,6,149,28,Active,,,http://www.redfin.com/TN/Nashville/2628-Jordan-Ridge-Dr-37218/home/107989237,REALTRACS,2050892,N,Y,36.2236418,-86.8719599
MLS Listing,,Townhouse,1815 Ridley Blvd Unit 10,Nashville,TN,37203,547000,4,4,Nashville,1808,,2015,6,303,159,Active,,,http://www.redfin.com/TN/Nashville/1815-Ridley-Blvd-37203/unit-10/home/64459193,REALTRACS,2050883,N,Y,36.1351569,-86.7771942
MLS Listing,,Single Family Residential,1110 Riverwood Dr,Nashville,TN,37216,725000,3,3,Nashville,3667,15681,1935,6,198,,Active,,,http://www.redfin.com/TN/Nashville/1110-Riverwood-Dr-37216/home/108081802,REALTRACS,2050877,N,Y,36.2234662,-86.7240526
MLS Listing,,Single Family Residential,403 N 16Th St,Nashville,TN,37206,510000,3,2.5,Nashville,1787,7840,1929,6,285,,Active,,,http://www.redfin.com/TN/Nashville/403-N-16th-St-37206/home/68774316,REALTRACS,2050858,N,Y,36.1800443,-86.7411583
MLS Listing,,Condo/Co-op,514 Southgate Ave Lot 31,Nashville,TN,37203,299900,1,1,Nashville,1032,,2018,6,291,227,Active,,,http://www.redfin.com/TN/Nashville/514-Southgate-Ave-37203/unit-31/home/167089836,REALTRACS,2050851,N,Y,36.13611,-86.766756
MLS Listing,,Single Family Residential,4022 Church St,Old Hickory,TN,37138,255000,3,2.5,Old Hickory,1430,,2019,6,178,,Active,,,http://www.redfin.com/TN/Old-Hickory/4022-Church-St-37138/home/167089681,REALTRACS,2050841,N,Y,36.2265679,-86.62787
MLS Listing,,Condo/Co-op,4303 Gallatin Pike #206,Nashville,TN,37216,239900,1,1,Nashville,772,,2017,6,311,120,Active,,,http://www.redfin.com/TN/Nashville/4303-Gallatin-Pike-37216/unit-206/home/167089574,REALTRACS,2050833,N,Y,36.2260319,-86.726028
MLS Listing,,Condo/Co-op,4303 Gallatin Pike #208,Nashville,TN,37216,314900,2,2,Nashville,1228,,2017,6,256,190,Active,,,http://www.redfin.com/TN/Nashville/4303-Gallatin-Pike-37216/unit-208/home/167089485,REALTRACS,2050822,N,Y,36.2260319,-86.726028
MLS Listing,,Single Family Residential,625B James Ave,Nashville,TN,37209,425000,4,3.5,Nashville,2190,,2019,6,194,,Active,,,http://www.redfin.com/TN/Nashville/625-James-Ave-37209/home/87829204,REALTRACS,2050806,N,Y,36.1601051,-86.8757998
MLS Listing,,Single Family Residential,5514B Urbandale Ave,Nashville,TN,37209,425000,3,3,Nashville,2052,,2017,6,207,,Active,,,http://www.redfin.com/TN/Nashville/5514-Urbandale-Ave-37209/home/87813461,REALTRACS,2050794,N,Y,36.1542943,-86.8560608
MLS Listing,,Single Family Residential,3316 Weatherstone Cv,Antioch,TN,37013,254900,3,2,Antioch,1560,10018,2003,6,163,,Active,,,http://www.redfin.com/TN/Antioch/3316-Weatherstone-Cv-E-37013/home/108023063,REALTRACS,2050791,N,Y,36.0484811,-86.5888622
MLS Listing,,Single Family Residential,1753 Hillmont Dr,Nashville,TN,37215,885000,3,2.5,Nashville,3554,1742,2011,6,249,,Active,,,http://www.redfin.com/TN/Nashville/1753-Hillmont-Dr-37215/unit-A/home/108046494,REALTRACS,2050786,N,Y,36.1085352,-86.806113
MLS Listing,,Single Family Residential,3528 Albee Dr,Hermitage,TN,37076,169900,3,1.5,Hermitage,1200,9583,1980,6,142,,Active,,,http://www.redfin.com/TN/Hermitage/3528-Albee-Dr-37076/home/60799550,REALTRACS,2050785,N,Y,36.1806725,-86.6107198
MLS Listing,,Condo/Co-op,8221 Lenox Creekside Dr Unit 4,Antioch,TN,37013,182000,2,1,Antioch,988,,2007,6,184,130,Active,,,http://www.redfin.com/TN/Antioch/8221-Lenox-Creekside-Dr-37013/unit-4/home/108017310,REALTRACS,2050091,N,Y,36.0110769,-86.6982161
MLS Listing,,Single Family Residential,2505 Inga St,Nashville,TN,37206,292900,3,1,Nashville,1124,6969,1940,6,261,,Active,,,http://www.redfin.com/TN/Nashville/2505-Inga-St-37206/home/108034658,REALTRACS,2050757,N,Y,36.1978186,-86.7500739
MLS Listing,,Single Family Residential,4301 Franklin Pike,Nashville,TN,37204,1695000,6,8.5,Nashville,7233,62726,1960,6,234,,Active,,,http://www.redfin.com/TN/Nashville/4301-Franklin-Pike-37204/home/108027528,REALTRACS,2050748,N,Y,36.0937787,-86.7723543
MLS Listing,,Single Family Residential,416 N 16Th St,Nashville,TN,37206,569000,5,2,Nashville,3177,10018,1920,6,179,,Active,,,http://www.redfin.com/TN/Nashville/416-N-16th-St-37206/home/108004064,REALTRACS,2049591,N,Y,36.18091,-86.7416963
MLS Listing,,Vacant Land,609 Creative Way,Madison,TN,37115,2600000,,,Madison,,164656,,6,,,Active,,,http://www.redfin.com/TN/Madison/609-Cheron-Rd-37115/home/148428316,REALTRACS,2050734,N,Y,36.2418593,-86.7409281
MLS Listing,,Single Family Residential,3816 Grant Ridge Ln,Cane Ridge,TN,37013,305000,4,2.5,Cane Ridge,2651,6534,2006,6,115,20,Active,,,http://www.redfin.com/TN/Antioch/3816-Grant-Ridge-Ln-37013/home/108104910,REALTRACS,2050737,N,Y,36.0209854,-86.6725784
